well_ID sampleID Plate OD Timepoint HoursElapsed
H1 JlivBTP 4 0.119 T2 49
H2 JlivBTP 4 0.133 T2 49
H3 JlivBTP 4 0.13 T2 49
H4 JlivBTP 4 0.133 T2 49
H5 JlivBTP 4 0.132 T2 49
H6 JlivBTP 4 0.132 T2 49
H7 JlivBTP 4 0.132 T2 49
H8 JlivBTP 4 0.133 T2 49
H9 JlivBTP 4 0.132 T2 49
H10 JlivBTP 4 0.134 T2 49
H11 Live_Bd 4 0.217 T2 49
H12 Live_Bd 4 0.218 T2 49
A1 54D_Jliv10 5 0.139 T2 49
A2 54D_Jliv10 5 0.137 T2 49
A3 54D_Jliv10_Bd 5 0.155 T2 49
A4 54D_Jliv10_Bd 5 0.157 T2 49
A5 54D_JlivBTP 5 0.136 T2 49
A6 54D_JlivBTP 5 0.135 T2 49
A7 54D_JlivBTP_Bd 5 0.155 T2 49
A8 54D_JlivBTP_Bd 5 0.159 T2 49
A9 Jliv10 5 0.143 T2 49
A10 Jliv10 5 0.147 T2 49
A11 Jliv10_Bd 5 0.17 T2 49
A12 Jliv10_Bd 5 0.18 T2 49
B1 54D_Jliv10 5 0.135 T2 49
B2 54D_Jliv10 5 0.134 T2 49
B3 54D_Jliv10_Bd 5 0.15 T2 49
B4 54D_Jliv10_Bd 5 0.155 T2 49
B5 54D_JlivBTP 5 0.139 T2 49
B6 54D_JlivBTP 5 0.133 T2 49
B7 54D_JlivBTP_Bd 5 0.16 T2 49
B8 54D_JlivBTP_Bd 5 0.159 T2 49
B9 Jliv10 5 0.144 T2 49
B10 Jliv10 5 0.145 T2 49
B11 Jliv10_Bd 5 0.168 T2 49
B12 Jliv10_Bd 5 0.175 T2 49
C1 54D_Jliv10 5 0.134 T2 49
C2 54D_Jliv10 5 0.131 T2 49
C3 54D_Jliv10_Bd 5 0.154 T2 49
C4 54D_Jliv10_Bd 5 0.152 T2 49
C5 54D_JlivBTP 5 0.133 T2 49
C6 54D_JlivBTP 5 0.132 T2 49
C7 54D_JlivBTP_Bd 5 0.157 T2 49
C8 54D_JlivBTP_Bd 5 0.158 T2 49
C9 Jliv10 5 0.14 T2 49
C10 Jliv10 5 0.142 T2 49
C11 Jliv10_Bd 5 0.17 T2 49
C12 Jliv10_Bd 5 0.176 T2 49
D1 54D_Jliv10 5 0.13 T2 49
D2 54D_Jliv10 5 0.127 T2 49
D3 54D_Jliv10_Bd 5 0.151 T2 49
D4 54D_Jliv10_Bd 5 0.151 T2 49
D5 54D_JlivBTP 5 0.13 T2 49
D6 54D_JlivBTP 5 0.132 T2 49
D7 54D_JlivBTP_Bd 5 0.152 T2 49
D8 54D_JlivBTP_Bd 5 0.153 T2 49
D9 Jliv10 5 0.139 T2 49
D10 Jliv10 5 0.139 T2 49
D11 Jliv10_Bd 5 0.175 T2 49
D12 Jliv10_Bd 5 0.179 T2 49
E1 54D_Jliv10 5 0.128 T2 49
E2 54D_Jliv10 5 0.129 T2 49
E3 54D_Jliv10_Bd 5 0.151 T2 49
E4 54D_Jliv10_Bd 5 0.152 T2 49
E5 54D_JlivBTP 5 0.128 T2 49
E6 54D_JlivBTP 5 0.129 T2 49
E7 54D_JlivBTP_Bd 5 0.155 T2 49
E8 54D_JlivBTP_Bd 5 0.154 T2 49
E9 Jliv10 5 0.141 T2 49
E10 Jliv10 5 0.139 T2 49
E11 Jliv10_Bd 5 0.183 T2 49
E12 Jliv10_Bd 5 0.188 T2 49
F1 Jliv10_JlivBTP 5 0.125 T2 49
F2 Jliv10_JlivBTP 5 0.128 T2 49
F3 Jliv10_JlivBTP 5 0.128 T2 49
F4 Jliv10_JlivBTP 5 0.125 T2 49
F5 Jliv10_JlivBTP 5 0.127 T2 49
F6 Jliv10_JlivBTP 5 0.128 T2 49
F7 Jliv10_JlivBTP 5 0.13 T2 49
F8 Jliv10_JlivBTP 5 0.133 T2 49
F9 Jliv10_JlivBTP 5 0.137 T2 49
F10 Jliv10_JlivBTP 5 0.137 T2 49
G1 Jliv10_JlivBTP_Bd 5 0.138 T2 49
G2 Jliv10_JlivBTP_Bd 5 0.14 T2 49
G3 Jliv10_JlivBTP_Bd 5 0.147 T2 49
G4 Jliv10_JlivBTP_Bd 5 0.145 T2 49
G5 Jliv10_JlivBTP_Bd 5 0.147 T2 49
G6 Jliv10_JlivBTP_Bd 5 0.153 T2 49
G7 Jliv10_JlivBTP_Bd 5 0.154 T2 49
G8 Jliv10_JlivBTP_Bd 5 0.157 T2 49
G9 Jliv10_JlivBTP_Bd 5 0.17 T2 49
G10 Jliv10_JlivBTP_Bd 5 0.177 T2 49
G11 Live_Bd 5 0.232 T2 49
G12 Live_Bd 5 0.23 T2 49
H1 JlivBTP_Bd 5 0.142 T2 49
H2 JlivBTP_Bd 5 0.139 T2 49
H3 JlivBTP_Bd 5 0.142 T2 49
H4 JlivBTP_Bd 5 0.146 T2 49
H5 JlivBTP_Bd 5 0.147 T2 49
H6 JlivBTP_Bd 5 0.147 T2 49
H7 JlivBTP_Bd 5 0.151 T2 49
H8 JlivBTP_Bd 5 0.154 T2 49
H9 JlivBTP_Bd 5 0.167 T2 49
H10 JlivBTP_Bd 5 0.188 T2 49
H11 SterileMedium 5 0.138 T2 49
H12 SterileMedium 5 0.138 T2 49
A1 20D 1 0.132 T3 73
A2 20D 1 0.133 T3 73
A3 20D_Bd 1 0.153 T3 73
A4 20D_Bd 1 0.136 T3 73
A5 20D_2F 1 0.127 T3 73
A6 20D_2F 1 0.128 T3 73
A7 20D_2F_Bd 1 0.132 T3 73
A8 20D_2F_Bd 1 0.128 T3 73
A9 20D_Jliv10 1 0.146 T3 73
A10 20D_Jliv10 1 0.15 T3 73
A11 20D_Jliv10_Bd 1 0.178 T3 73
A12 20D_Jliv10_Bd 1 0.186 T3 73
B1 20D 1 0.128 T3 73
B2 20D 1 0.124 T3 73
B3 20D_Bd 1 0.133 T3 73
B4 20D_Bd 1 0.132 T3 73
B5 20D_2F 1 0.123 T3 73
B6 20D_2F 1 0.128 T3 73
B7 20D_2F_Bd 1 0.134 T3 73
B8 20D_2F_Bd 1 0.135 T3 73
B9 20D_Jliv10 1 0.143 T3 73
B10 20D_Jliv10 1 0.147 T3 73
B11 20D_Jliv10_Bd 1 0.162 T3 73
B12 20D_Jliv10_Bd 1 0.189 T3 73
C1 20D 1 0.13 T3 73
C2 20D 1 0.122 T3 73
C3 20D_Bd 1 0.132 T3 73
C4 20D_Bd 1 0.132 T3 73
C5 20D_2F 1 0.125 T3 73
C6 20D_2F 1 0.12 T3 73
C7 20D_2F_Bd 1 0.139 T3 73
C8 20D_2F_Bd 1 0.134 T3 73
C9 20D_Jliv10 1 0.148 T3 73
C10 20D_Jliv10 1 0.139 T3 73
C11 20D_Jliv10_Bd 1 0.159 T3 73
C12 20D_Jliv10_Bd 1 0.184 T3 73
D1 20D 1 0.126 T3 73
D2 20D 1 0.122 T3 73
D3 20D_Bd 1 0.131 T3 73
D4 20D_Bd 1 0.128 T3 73
D5 20D_2F 1 0.127 T3 73
D6 20D_2F 1 0.126 T3 73
D7 20D_2F_Bd 1 0.134 T3 73
D8 20D_2F_Bd 1 0.131 T3 73
D9 20D_Jliv10 1 0.136 T3 73
D10 20D_Jliv10 1 0.151 T3 73
D11 20D_Jliv10_Bd 1 0.168 T3 73
D12 20D_Jliv10_Bd 1 0.195 T3 73
E1 20D 1 0.129 T3 73
E2 20D 1 0.121 T3 73
E3 20D_Bd 1 0.126 T3 73
E4 20D_Bd 1 0.128 T3 73
E5 20D_2F 1 0.121 T3 73
E6 20D_2F 1 0.127 T3 73
E7 20D_2F_Bd 1 0.125 T3 73
E8 20D_2F_Bd 1 0.119 T3 73
E9 20D_Jliv10 1 0.133 T3 73
E10 20D_Jliv10 1 0.141 T3 73
E11 20D_Jliv10_Bd 1 0.167 T3 73
E12 20D_Jliv10_Bd 1 0.194 T3 73
F1 20D_JlivBTP 1 0.144 T3 73
F2 20D_JlivBTP 1 0.138 T3 73
F3 20D_JlivBTP 1 0.14 T3 73
F4 20D_JlivBTP 1 0.13 T3 73
F5 20D_JlivBTP 1 0.124 T3 73
F6 20D_JlivBTP 1 0.136 T3 73
F7 20D_JlivBTP 1 0.136 T3 73
F8 20D_JlivBTP 1 0.135 T3 73
F9 20D_JlivBTP 1 0.132 T3 73
F10 20D_JlivBTP 1 0.132 T3 73
F11 SterileMedium 1 0.136 T3 73
F12 SterileMedium 1 0.148 T3 73
G1 20D_JlivBTP_Bd 1 0.15 T3 73
G2 20D_JlivBTP_Bd 1 0.148 T3 73
G3 20D_JlivBTP_Bd 1 0.146 T3 73
G4 20D_JlivBTP_Bd 1 0.148 T3 73
G5 20D_JlivBTP_Bd 1 0.145 T3 73
G6 20D_JlivBTP_Bd 1 0.129 T3 73
G7 20D_JlivBTP_Bd 1 0.134 T3 73
G8 20D_JlivBTP_Bd 1 0.145 T3 73
G9 20D_JlivBTP_Bd 1 0.151 T3 73
G10 20D_JlivBTP_Bd 1 0.174 T3 73
H11 Live_Bd 1 0.209 T3 73
H12 Live_Bd 1 0.207 T3 73
A1 2F 2 0.118 T3 73
A2 2F 2 0.122 T3 73
A3 2F_Bd 2 0.125 T3 73
A4 2F_Bd 2 0.126 T3 73
A5 2F_Jliv10 2 0.129 T3 73
A6 2F_Jliv10 2 0.129 T3 73
A7 2F_Jliv10_Bd 2 0.131 T3 73
A8 2F_Jliv10_Bd 2 0.135 T3 73
A9 2f_JlivBTP 2 0.14 T3 73
A10 2f_JlivBTP 2 0.138 T3 73
A11 2f_JlivBTP_Bd 2 0.146 T3 73
A12 2f_JlivBTP_Bd 2 0.152 T3 73
B1 2F 2 0.124 T3 73
B2 2F 2 0.122 T3 73
B3 2F_Bd 2 0.126 T3 73
B4 2F_Bd 2 0.127 T3 73
B5 2F_Jliv10 2 0.128 T3 73
B6 2F_Jliv10 2 0.13 T3 73
B7 2F_Jliv10_Bd 2 0.132 T3 73
B8 2F_Jliv10_Bd 2 0.134 T3 73
B9 2f_JlivBTP 2 0.146 T3 73
B10 2f_JlivBTP 2 0.139 T3 73
B11 2f_JlivBTP_Bd 2 0.148 T3 73
B12 2f_JlivBTP_Bd 2 0.153 T3 73
C1 2F 2 0.13 T3 73
C2 2F 2 0.12 T3 73
C3 2F_Bd 2 0.122 T3 73
C4 2F_Bd 2 0.123 T3 73
C5 2F_Jliv10 2 0.134 T3 73
C6 2F_Jliv10 2 0.127 T3 73
C7 2F_Jliv10_Bd 2 0.138 T3 73
C8 2F_Jliv10_Bd 2 0.134 T3 73
C9 2f_JlivBTP 2 0.125 T3 73
C10 2f_JlivBTP 2 0.138 T3 73
C11 2f_JlivBTP_Bd 2 0.145 T3 73
C12 2f_JlivBTP_Bd 2 0.155 T3 73
D1 2F 2 0.118 T3 73
D2 2F 2 0.117 T3 73
D3 2F_Bd 2 0.12 T3 73
D4 2F_Bd 2 0.121 T3 73
D5 2F_Jliv10 2 0.124 T3 73
D6 2F_Jliv10 2 0.128 T3 73
D7 2F_Jliv10_Bd 2 0.129 T3 73
D8 2F_Jliv10_Bd 2 0.13 T3 73
D9 2f_JlivBTP 2 0.138 T3 73
D10 2f_JlivBTP 2 0.138 T3 73
D11 2f_JlivBTP_Bd 2 0.14 T3 73
D12 2f_JlivBTP_Bd 2 0.141 T3 73
E1 2F 2 0.121 T3 73
E2 2F 2 0.116 T3 73
E3 2F_Bd 2 0.123 T3 73
E4 2F_Bd 2 0.122 T3 73
E5 2F_Jliv10 2 0.122 T3 73
E6 2F_Jliv10 2 0.124 T3 73
E7 2F_Jliv10_Bd 2 0.128 T3 73
E8 2F_Jliv10_Bd 2 0.132 T3 73
E9 2f_JlivBTP 2 0.137 T3 73
E10 2f_JlivBTP 2 0.134 T3 73
E11 2f_JlivBTP_Bd 2 0.137 T3 73
E12 2f_JlivBTP_Bd 2 0.139 T3 73
F1 37E 2 0.138 T3 73
F2 37E 2 0.132 T3 73
F3 37E 2 0.13 T3 73
F4 37E 2 0.15 T3 73
F5 37E 2 0.125 T3 73
F6 37E 2 0.139 T3 73
F7 37E 2 0.129 T3 73
F8 37E 2 0.128 T3 73
F9 37E 2 0.133 T3 73
F10 37E 2 0.133 T3 73
G1 37E_Bd 2 0.146 T3 73
G2 37E_Bd 2 0.144 T3 73
G3 37E_Bd 2 0.143 T3 73
G4 37E_Bd 2 0.144 T3 73
G5 37E_Bd 2 0.143 T3 73
G6 37E_Bd 2 0.145 T3 73
G7 37E_Bd 2 0.149 T3 73
G8 37E_Bd 2 0.144 T3 73
G9 37E_Bd 2 0.148 T3 73
G10 37E_Bd 2 0.147 T3 73
G11 Live_Bd 2 0.152 T3 73
G12 Live_Bd 2 0.152 T3 73
H11 SterileMedium 2 0.136 T3 73
H12 SterileMedium 2 0.135 T3 73
A1 37E_20D 3 0.144 T3 73
A2 37E_20D 3 0.148 T3 73
A3 37E_20D_Bd 3 0.156 T3 73
A4 37E_20D_Bd 3 0.154 T3 73
A5 37E_2F 3 0.151 T3 73
A6 37E_2F 3 0.149 T3 73
A7 37E_2F_Bd 3 0.159 T3 73
A8 37E_2F_Bd 3 0.159 T3 73
A9 37E_54D 3 0.151 T3 73
A10 37E_54D 3 0.152 T3 73
A11 37E_54D_Bd 3 0.164 T3 73
A12 37E_54D_Bd 3 0.161 T3 73
B1 37E_20D 3 0.149 T3 73
B2 37E_20D 3 0.146 T3 73
B3 37E_20D_Bd 3 0.151 T3 73
B4 37E_20D_Bd 3 0.152 T3 73
B5 37E_2F 3 0.145 T3 73
B6 37E_2F 3 0.149 T3 73
B7 37E_2F_Bd 3 0.159 T3 73
B8 37E_2F_Bd 3 0.155 T3 73
B9 37E_54D 3 0.151 T3 73
B10 37E_54D 3 0.154 T3 73
B11 37E_54D_Bd 3 0.16 T3 73
B12 37E_54D_Bd 3 0.162 T3 73
C1 37E_20D 3 0.142 T3 73
C2 37E_20D 3 0.145 T3 73
C3 37E_20D_Bd 3 0.151 T3 73
C4 37E_20D_Bd 3 0.145 T3 73
C5 37E_2F 3 0.146 T3 73
C6 37E_2F 3 0.141 T3 73
C7 37E_2F_Bd 3 0.15 T3 73
C8 37E_2F_Bd 3 0.146 T3 73
C9 37E_54D 3 0.138 T3 73
C10 37E_54D 3 0.148 T3 73
C11 37E_54D_Bd 3 0.154 T3 73
C12 37E_54D_Bd 3 0.155 T3 73
D1 37E_20D 3 0.141 T3 73
D2 37E_20D 3 0.139 T3 73
D3 37E_20D_Bd 3 0.149 T3 73
D4 37E_20D_Bd 3 0.151 T3 73
D5 37E_2F 3 0.144 T3 73
D6 37E_2F 3 0.143 T3 73
D7 37E_2F_Bd 3 0.143 T3 73
D8 37E_2F_Bd 3 0.146 T3 73
D9 37E_54D 3 0.142 T3 73
D10 37E_54D 3 0.145 T3 73
D11 37E_54D_Bd 3 0.153 T3 73
D12 37E_54D_Bd 3 0.157 T3 73
E1 37E_20D 3 0.14 T3 73
E2 37E_20D 3 0.139 T3 73
E3 37E_20D_Bd 3 0.146 T3 73
E4 37E_20D_Bd 3 0.148 T3 73
E5 37E_2F 3 0.137 T3 73
E6 37E_2F 3 0.138 T3 73
E7 37E_2F_Bd 3 0.143 T3 73
E8 37E_2F_Bd 3 0.144 T3 73
E9 37E_54D 3 0.139 T3 73
E10 37E_54D 3 0.14 T3 73
E11 37E_54D_Bd 3 0.15 T3 73
E12 37E_54D_Bd 3 0.157 T3 73
F1 37E_Jliv10 3 0.139 T3 73
F2 37E_Jliv10 3 0.14 T3 73
F3 37E_Jliv10 3 0.141 T3 73
F4 37E_Jliv10 3 0.146 T3 73
F5 37E_Jliv10 3 0.138 T3 73
F6 37E_Jliv10 3 0.135 T3 73
F7 37E_Jliv10 3 0.149 T3 73
F8 37E_Jliv10 3 0.137 T3 73
F9 37E_Jliv10 3 0.14 T3 73
F10 37E_Jliv10 3 0.141 T3 73
F11 Live_Bd 3 0.177 T3 73
F12 Live_Bd 3 0.195 T3 73
G1 37E_Jliv10_Bd 3 0.151 T3 73
G2 37E_Jliv10_Bd 3 0.152 T3 73
G3 37E_Jliv10_Bd 3 0.149 T3 73
G4 37E_Jliv10_Bd 3 0.153 T3 73
G5 37E_Jliv10_Bd 3 0.152 T3 73
G6 37E_Jliv10_Bd 3 0.15 T3 73
G7 37E_Jliv10_Bd 3 0.153 T3 73
G8 37E_Jliv10_Bd 3 0.15 T3 73
G9 37E_Jliv10_Bd 3 0.152 T3 73
G10 37E_Jliv10_Bd 3 0.155 T3 73
G11 SterileMedium 3 0.136 T3 73
G12 SterileMedium 3 0.139 T3 73
A1 37E_JlivBTP 4 0.147 T3 73
A2 37E_JlivBTP 4 0.151 T3 73
A3 37E_JlivBTP_Bd 4 0.165 T3 73
A4 37E_JlivBTP_Bd 4 0.17 T3 73
A5 54D 4 0.146 T3 73
A6 54D 4 0.144 T3 73
A7 54D_Bd 4 0.242 T3 73
A8 54D_Bd 4 0.229 T3 73
A9 54D_20D 4 0.153 T3 73
A10 54D_20D 4 0.155 T3 73
A11 54D_20D_Bd 4 0.282 T3 73
A12 54D_20D_Bd 4 0.285 T3 73
B1 37E_JlivBTP 4 0.144 T3 73
B2 37E_JlivBTP 4 0.146 T3 73
B3 37E_JlivBTP_Bd 4 0.157 T3 73
B4 37E_JlivBTP_Bd 4 0.163 T3 73
B5 54D 4 0.146 T3 73
B6 54D 4 0.146 T3 73
B7 54D_Bd 4 0.248 T3 73
B8 54D_Bd 4 0.23 T3 73
B9 54D_20D 4 0.151 T3 73
B10 54D_20D 4 0.149 T3 73
B11 54D_20D_Bd 4 0.258 T3 73
B12 54D_20D_Bd 4 0.26 T3 73
C1 37E_JlivBTP 4 0.142 T3 73
C2 37E_JlivBTP 4 0.147 T3 73
C3 37E_JlivBTP_Bd 4 0.155 T3 73
C4 37E_JlivBTP_Bd 4 0.163 T3 73
C5 54D 4 0.14 T3 73
C6 54D 4 0.139 T3 73
C7 54D_Bd 4 0.261 T3 73
C8 54D_Bd 4 0.233 T3 73
C9 54D_20D 4 0.147 T3 73
C10 54D_20D 4 0.148 T3 73
C11 54D_20D_Bd 4 0.265 T3 73
C12 54D_20D_Bd 4 0.258 T3 73
D1 37E_JlivBTP 4 0.138 T3 73
D2 37E_JlivBTP 4 0.141 T3 73
D3 37E_JlivBTP_Bd 4 0.15 T3 73
D4 37E_JlivBTP_Bd 4 0.16 T3 73
D5 54D 4 0.137 T3 73
D6 54D 4 0.138 T3 73
D7 54D_Bd 4 0.252 T3 73
D8 54D_Bd 4 0.249 T3 73
D9 54D_20D 4 0.158 T3 73
D10 54D_20D 4 0.144 T3 73
D11 54D_20D_Bd 4 0.249 T3 73
D12 54D_20D_Bd 4 0.248 T3 73
E1 37E_JlivBTP 4 0.138 T3 73
E2 37E_JlivBTP 4 0.143 T3 73
E3 37E_JlivBTP_Bd 4 0.145 T3 73
E4 37E_JlivBTP_Bd 4 0.152 T3 73
E5 54D 4 0.135 T3 73
E6 54D 4 0.137 T3 73
E7 54D_Bd 4 0.216 T3 73
E8 54D_Bd 4 0.228 T3 73
E9 54D_20D 4 0.14 T3 73
E10 54D_20D 4 0.142 T3 73
E11 54D_20D_Bd 4 0.268 T3 73
E12 54D_20D_Bd 4 0.282 T3 73
F1 54D_2F 4 0.112 T3 73
F2 54D_2F 4 0.118 T3 73
F3 54D_2F 4 0.131 T3 73
F4 54D_2F 4 0.135 T3 73
F5 54D_2F 4 0.131 T3 73
F6 54D_2F 4 0.13 T3 73
F7 54D_2F 4 0.131 T3 73
F8 54D_2F 4 0.132 T3 73
F9 54D_2F 4 0.133 T3 73
F10 54D_2F 4 0.131 T3 73
F11 SterileMedium 4 0.143 T3 73
F12 SterileMedium 4 0.133 T3 73
G1 54D_2F_Bd 4 0.125 T3 73
G2 54D_2F_Bd 4 0.122 T3 73
G3 54D_2F_Bd 4 0.126 T3 73
G4 54D_2F_Bd 4 0.128 T3 73
G5 54D_2F_Bd 4 0.132 T3 73
G6 54D_2F_Bd 4 0.132 T3 73
G7 54D_2F_Bd 4 0.132 T3 73
G8 54D_2F_Bd 4 0.132 T3 73
G9 54D_2F_Bd 4 0.133 T3 73
G10 54D_2F_Bd 4 0.136 T3 73
H1 JlivBTP 4 0.118 T3 73
H2 JlivBTP 4 0.129 T3 73
H3 JlivBTP 4 0.131 T3 73
H4 JlivBTP 4 0.132 T3 73
H5 JlivBTP 4 0.138 T3 73
H6 JlivBTP 4 0.136 T3 73
H7 JlivBTP 4 0.134 T3 73
H8 JlivBTP 4 0.138 T3 73
H9 JlivBTP 4 0.138 T3 73
H10 JlivBTP 4 0.14 T3 73
H11 Live_Bd 4 0.251 T3 73
H12 Live_Bd 4 0.251 T3 73
A1 54D_Jliv10 5 0.13 T3 73
A2 54D_Jliv10 5 0.129 T3 73
A3 54D_Jliv10_Bd 5 0.146 T3 73
A4 54D_Jliv10_Bd 5 0.148 T3 73
A5 54D_JlivBTP 5 0.13 T3 73
A6 54D_JlivBTP 5 0.13 T3 73
A7 54D_JlivBTP_Bd 5 0.154 T3 73
A8 54D_JlivBTP_Bd 5 0.155 T3 73
A9 Jliv10 5 0.135 T3 73
A10 Jliv10 5 0.14 T3 73
A11 Jliv10_Bd 5 0.171 T3 73
A12 Jliv10_Bd 5 0.199 T3 73
B1 54D_Jliv10 5 0.123 T3 73
B2 54D_Jliv10 5 0.119 T3 73
B3 54D_Jliv10_Bd 5 0.133 T3 73
B4 54D_Jliv10_Bd 5 0.133 T3 73
B5 54D_JlivBTP 5 0.12 T3 73
B6 54D_JlivBTP 5 0.119 T3 73
B7 54D_JlivBTP_Bd 5 0.15 T3 73
B8 54D_JlivBTP_Bd 5 0.145 T3 73
B9 Jliv10 5 0.126 T3 73
B10 Jliv10 5 0.127 T3 73
B11 Jliv10_Bd 5 0.157 T3 73
B12 Jliv10_Bd 5 0.167 T3 73
C1 54D_Jliv10 5 0.127 T3 73
C2 54D_Jliv10 5 0.12 T3 73
C3 54D_Jliv10_Bd 5 0.139 T3 73
C4 54D_Jliv10_Bd 5 0.136 T3 73
C5 54D_JlivBTP 5 0.122 T3 73
C6 54D_JlivBTP 5 0.121 T3 73
C7 54D_JlivBTP_Bd 5 0.147 T3 73
C8 54D_JlivBTP_Bd 5 0.148 T3 73
C9 Jliv10 5 0.127 T3 73
C10 Jliv10 5 0.128 T3 73
C11 Jliv10_Bd 5 0.162 T3 73
C12 Jliv10_Bd 5 0.182 T3 73
D1 54D_Jliv10 5 0.123 T3 73
D2 54D_Jliv10 5 0.118 T3 73
D3 54D_Jliv10_Bd 5 0.137 T3 73
D4 54D_Jliv10_Bd 5 0.141 T3 73
D5 54D_JlivBTP 5 0.117 T3 73
D6 54D_JlivBTP 5 0.124 T3 73
D7 54D_JlivBTP_Bd 5 0.143 T3 73
D8 54D_JlivBTP_Bd 5 0.148 T3 73
D9 Jliv10 5 0.126 T3 73
D10 Jliv10 5 0.128 T3 73
D11 Jliv10_Bd 5 0.168 T3 73
D12 Jliv10_Bd 5 0.194 T3 73
E1 54D_Jliv10 5 0.126 T3 73
E2 54D_Jliv10 5 0.122 T3 73
E3 54D_Jliv10_Bd 5 0.141 T3 73
E4 54D_Jliv10_Bd 5 0.14 T3 73
E5 54D_JlivBTP 5 0.116 T3 73
E6 54D_JlivBTP 5 0.116 T3 73
E7 54D_JlivBTP_Bd 5 0.145 T3 73
E8 54D_JlivBTP_Bd 5 0.143 T3 73
E9 Jliv10 5 0.131 T3 73
E10 Jliv10 5 0.13 T3 73
E11 Jliv10_Bd 5 0.189 T3 73
E12 Jliv10_Bd 5 0.216 T3 73
F1 Jliv10_JlivBTP 5 0.126 T3 73
F2 Jliv10_JlivBTP 5 0.125 T3 73
F3 Jliv10_JlivBTP 5 0.125 T3 73
F4 Jliv10_JlivBTP 5 0.122 T3 73
F5 Jliv10_JlivBTP 5 0.118 T3 73
F6 Jliv10_JlivBTP 5 0.118 T3 73
F7 Jliv10_JlivBTP 5 0.118 T3 73
F8 Jliv10_JlivBTP 5 0.123 T3 73
F9 Jliv10_JlivBTP 5 0.129 T3 73
F10 Jliv10_JlivBTP 5 0.131 T3 73
G1 Jliv10_JlivBTP_Bd 5 0.134 T3 73
G2 Jliv10_JlivBTP_Bd 5 0.137 T3 73
G3 Jliv10_JlivBTP_Bd 5 0.143 T3 73
G4 Jliv10_JlivBTP_Bd 5 0.142 T3 73
G5 Jliv10_JlivBTP_Bd 5 0.141 T3 73
G6 Jliv10_JlivBTP_Bd 5 0.141 T3 73
G7 Jliv10_JlivBTP_Bd 5 0.146 T3 73
G8 Jliv10_JlivBTP_Bd 5 0.151 T3 73
G9 Jliv10_JlivBTP_Bd 5 0.163 T3 73
G10 Jliv10_JlivBTP_Bd 5 0.183 T3 73
G11 Live_Bd 5 0.245 T3 73
G12 Live_Bd 5 0.254 T3 73
H1 JlivBTP_Bd 5 0.156 T3 73
H2 JlivBTP_Bd 5 0.151 T3 73
H3 JlivBTP_Bd 5 0.152 T3 73
H4 JlivBTP_Bd 5 0.153 T3 73
H5 JlivBTP_Bd 5 0.152 T3 73
H6 JlivBTP_Bd 5 0.148 T3 73
H7 JlivBTP_Bd 5 0.151 T3 73
H8 JlivBTP_Bd 5 0.155 T3 73
H9 JlivBTP_Bd 5 0.174 T3 73
H10 JlivBTP_Bd 5 0.212 T3 73
H11 SterileMedium 5 0.138 T3 73
H12 SterileMedium 5 0.14 T3 73
A1 20D 1 0.121 T4 97
A2 20D 1 0.123 T4 97
A3 20D_Bd 1 0.145 T4 97
A4 20D_Bd 1 0.126 T4 97
A5 20D_2F 1 0.119 T4 97
A6 20D_2F 1 0.122 T4 97
A7 20D_2F_Bd 1 0.123 T4 97
A8 20D_2F_Bd 1 0.131 T4 97
A9 20D_Jliv10 1 0.139 T4 97
A10 20D_Jliv10 1 0.147 T4 97
A11 20D_Jliv10_Bd 1 0.187 T4 97
A12 20D_Jliv10_Bd 1 0.222 T4 97
B1 20D 1 0.114 T4 97
B2 20D 1 0.113 T4 97
B3 20D_Bd 1 0.126 T4 97
B4 20D_Bd 1 0.126 T4 97
B5 20D_2F 1 0.119 T4 97
B6 20D_2F 1 0.123 T4 97
B7 20D_2F_Bd 1 0.126 T4 97
B8 20D_2F_Bd 1 0.127 T4 97
B9 20D_Jliv10 1 0.133 T4 97
B10 20D_Jliv10 1 0.133 T4 97
B11 20D_Jliv10_Bd 1 0.162 T4 97
B12 20D_Jliv10_Bd 1 0.2 T4 97
C1 20D 1 0.118 T4 97
C2 20D 1 0.111 T4 97
C3 20D_Bd 1 0.125 T4 97
C4 20D_Bd 1 0.125 T4 97
C5 20D_2F 1 0.119 T4 97
C6 20D_2F 1 0.124 T4 97
C7 20D_2F_Bd 1 0.128 T4 97
C8 20D_2F_Bd 1 0.124 T4 97
C9 20D_Jliv10 1 0.135 T4 97
C10 20D_Jliv10 1 0.129 T4 97
C11 20D_Jliv10_Bd 1 0.171 T4 97
C12 20D_Jliv10_Bd 1 0.191 T4 97
D1 20D 1 0.114 T4 97
D2 20D 1 0.11 T4 97
D3 20D_Bd 1 0.125 T4 97
D4 20D_Bd 1 0.122 T4 97
D5 20D_2F 1 0.118 T4 97
D6 20D_2F 1 0.121 T4 97
D7 20D_2F_Bd 1 0.124 T4 97
D8 20D_2F_Bd 1 0.121 T4 97
D9 20D_Jliv10 1 0.126 T4 97
D10 20D_Jliv10 1 0.139 T4 97
D11 20D_Jliv10_Bd 1 0.178 T4 97
D12 20D_Jliv10_Bd 1 0.214 T4 97
E1 20D 1 0.115 T4 97
E2 20D 1 0.11 T4 97
E3 20D_Bd 1 0.116 T4 97
E4 20D_Bd 1 0.117 T4 97
E5 20D_2F 1 0.117 T4 97
E6 20D_2F 1 0.12 T4 97
E7 20D_2F_Bd 1 0.126 T4 97
